company_id,company_size,employees,annual_revenue,baseline_ebitda,ebitda_margin,industry,company_age,region,ownership,growth_stage,project_type,complexity,investment_amount,ai_intensity,deployment_months,has_kpi_tracking,is_mature_implementation,is_successful,success_probability,revenue_impact_pct,ebitda_impact_pct,valuation_multiple_expansion,revenue_increase_absolute,ebitda_increase_absolute,annual_roi,payback_months,project_id,start_date,status,completion_percentage,primary_technology,team_size,has_external_vendor
COMP_0013,Medium,76,12854332.56,1098916.05,0.0855,Energy/Utilities,4,North America,Private,Startup,Computer Vision,Intermediate,687477.69,0.053482,4,False,False,False,0.38,1.87,1.81,0.093,240029.21,19937.26,0.1891,120.0,AI_PROJ_0013,2024-11-20,Deployment,0.89,IBM Watson + Java,9,False
COMP_0014,Small,6,575348.64,107268.01,0.1864,Transportation/Logistics,35,North America,Private,Declining,Supply Chain Optimization,Intermediate,14326.04,0.0249,6,True,False,True,0.78,10.05,21.82,0.87,57804.36,23400.52,2.8342,7.3,AI_PROJ_0014,2023-08-24,Completed,1.0,Apache Spark + Scala,18,True
COMP_0015,Small,25,2367735.15,612368.44,0.2586,Technology,1,Asia-Pacific,Private,Startup,Process Automation,Intermediate,79053.98,0.033388,6,False,True,True,0.88,50.0,80.0,4.0,1183867.57,489894.75,10.5862,1.9,AI_PROJ_0015,2025-02-17,Deployment,0.8,Microsoft Power Platform,2,True
COMP_0016,Small,4,892646.1,96615.59,0.1082,Healthcare,12,North America,Private,Mature,Predictive Analytics,Intermediate,54978.1,0.06159,3,False,False,False,0.54,-4.15,-3.87,-0.207,-37008.67,-3742.32,-0.3706,120.0,AI_PROJ_0016,2023-10-20,Completed,1.0,Custom ML Pipeline,11,False
COMP_0017,Small,5,1640163.77,128140.79,0.0781,Technology,17,Europe,Private,Mature,Fraud Detection/Risk Management,Intermediate,32887.38,0.020051,7,False,False,False,0.84,-1.95,-2.32,-0.098,-32030.32,-2972.8,-0.5322,120.0,AI_PROJ_0017,2023-06-23,Completed,1.0,TensorFlow + Python,20,True
COMP_0018,Small,3,181480.47,50395.57,0.2777,Technology,17,Europe,Private,Mature,Natural Language Processing,Intermediate,2150.72,0.011851,3,False,True,True,0.81,14.13,21.6,2.708,25635.16,10883.75,8.4899,2.4,AI_PROJ_0018,2024-12-01,Deployment,0.9,Microsoft Power Platform,2,True
COMP_0019,Medium,64,19706094.6,1816642.06,0.0922,Manufacturing,23,Europe,Private,Declining,Predictive Analytics,Intermediate,560081.2,0.028422,4,True,False,False,0.57,1.74,1.92,0.087,342241.92,34943.95,0.3367,120.0,AI_PROJ_0019,2022-12-16,Completed,1.0,Google Cloud AI + Python,5,False
COMP_0020,Small,49,8799217.86,680669.45,0.0774,Technology,11,Europe,Private,Growth,Predictive Analytics,Intermediate,191706.17,0.021787,5,False,False,True,0.74,32.28,46.46,4.0,2840379.9,316207.2,8.2329,7.3,AI_PROJ_0020,2023-06-24,Completed,1.0,IBM Watson + Java,22,False
COMP_0021,Small,49,8359941.08,682927.03,0.0817,Transportation/Logistics,4,Asia-Pacific,Private,Startup,Customer Analytics/Personalization,Basic,23079.26,0.002761,3,False,False,True,0.71,-0.44,-0.54,-0.042,-37194.68,-3721.38,-0.8864,120.0,AI_PROJ_0021,2022-10-22,Completed,1.0,IBM Watson + Java,4,False
COMP_0022,Small,3,282891.92,27624.43,0.0977,Financial Services,13,Europe,Private,Growth,Process Automation,Intermediate,2478.61,0.008762,10,False,False,True,0.78,1.98,2.18,0.134,5612.33,601.34,1.2535,49.5,AI_PROJ_0022,2023-12-11,Completed,1.0,AWS SageMaker + Python,9,True
COMP_0023,Small,12,2200837.18,136085.45,0.0618,Healthcare,7,Other,Public,Mature,Process Automation,Intermediate,50630.58,0.023005,3,False,False,True,0.68,8.18,9.02,0.945,180130.52,12270.77,1.9001,49.5,AI_PROJ_0023,2024-10-10,Deployment,0.72,Apache Spark + Scala,11,True
COMP_0024,Small,4,466197.22,4661.97,0.01,Manufacturing,17,North America,Private,Growth,Process Automation,Intermediate,26246.97,0.0563,6,True,False,False,0.81,0.77,0.63,0.039,3602.64,29.51,0.0692,120.0,AI_PROJ_0024,2023-04-06,Completed,1.0,Google Cloud AI + Python,3,False
COMP_0025,Medium,56,27908596.19,1092770.67,0.0392,Retail/E-commerce,13,Europe,Private,Mature,Computer Vision,Basic,264554.74,0.009479,3,False,False,True,0.48,7.72,9.96,0.885,2155637.63,108806.77,4.2797,29.2,AI_PROJ_0025,2022-10-22,Completed,1.0,TensorFlow + Python,7,False
COMP_0026,Small,39,4782419.99,993126.15,0.2077,Technology,10,Asia-Pacific,Private,Growth,Customer Analytics/Personalization,Intermediate,117267.74,0.024521,6,False,False,False,0.81,-2.26,-2.01,-0.113,-108073.41,-19995.13,-0.5461,120.0,AI_PROJ_0026,2025-08-03,Planning,0.14,Apache Spark + Scala,19,False
COMP_0027,Small,8,981424.93,87552.43,0.0892,Professional Services,37,Asia-Pacific,Private,Mature,Natural Language Processing,Basic,31513.61,0.03211,3,True,False,True,0.64,16.43,28.01,1.004,161232.42,24526.35,2.9473,15.4,AI_PROJ_0027,2023-11-04,Completed,1.0,IBM Watson + Java,2,True
COMP_0028,Medium,178,40789689.82,407896.9,0.01,Education,20,Europe,Private,Growth,Process Automation,Intermediate,988839.73,0.024242,3,True,False,True,0.53,6.41,14.27,0.489,2616150.04,58203.91,1.3523,120.0,AI_PROJ_0028,2022-12-10,Completed,1.0,H2O.ai + R,6,True
COMP_0029,Medium,56,25354497.95,2693947.98,0.1063,Technology,1,Asia-Pacific,Private,Startup,Customer Analytics/Personalization,Advanced,3079792.05,0.121469,3,False,True,True,0.71,37.59,64.21,4.0,9531386.51,1729654.27,1.8282,21.4,AI_PROJ_0029,2023-05-16,Completed,1.0,IBM Watson + Java,10,True
COMP_0030,Medium,59,13296808.36,1454171.85,0.1094,Retail/E-commerce,4,Europe,Public,Growth,Customer Analytics/Personalization,Basic,22785.52,0.001714,3,False,False,True,0.58,-0.22,-0.24,-0.023,-29691.39,-3547.9,-0.7294,120.0,AI_PROJ_0030,2024-07-26,Completed,1.0,AWS SageMaker + Python,2,True
COMP_0031,Medium,50,24043893.97,3568325.97,0.1484,Financial Services,55,Asia-Pacific,Private,Mature,Process Automation,Basic,189796.16,0.007894,3,False,False,False,0.68,1.58,1.6,0.079,380054.86,57072.7,1.1516,39.9,AI_PROJ_0031,2025-07-15,Planning,0.17,Scikit-learn + Python,5,False
COMP_0032,Medium,226,38383094.27,9080795.7,0.2366,Energy/Utilities,2,Asia-Pacific,Public,Startup,Process Automation,Advanced,343999.51,0.008962,3,True,False,True,0.55,1.32,2.41,0.129,507839.99,218799.92,1.0562,18.9,AI_PROJ_0032,2023-06-11,Completed,1.0,DataRobot Platform,10,False
COMP_0033,Small,4,279174.82,40821.21,0.1462,Other,4,Europe,Private,Growth,Customer Analytics/Personalization,Basic,4307.14,0.015428,3,True,True,False,0.66,2.7,3.01,0.135,7528.76,1228.57,1.0166,42.1,AI_PROJ_0033,2025-08-14,Planning,0.16,DataRobot Platform,4,False
COMP_0034,Medium,55,28278577.34,2991225.71,0.1058,Retail/E-commerce,4,Europe,Private,Growth,Process Automation,Intermediate,2112826.85,0.074715,6,False,False,True,0.65,8.57,8.12,0.475,2424175.3,242964.53,0.6312,104.4,AI_PROJ_0034,2023-06-13,Completed,1.0,Apache Spark + Scala,11,False
COMP_0035,Small,22,3810774.25,254993.26,0.0669,Manufacturing,16,Europe,Private,Growth,Customer Analytics/Personalization,Intermediate,11765.23,0.003087,3,True,False,True,0.74,-0.18,-0.34,-0.009,-6753.93,-876.27,-0.3243,120.0,AI_PROJ_0035,2024-09-20,Completed,1.0,Google Cloud AI + Python,8,True
COMP_0036,Small,2,166715.5,12755.04,0.0765,Financial Services,1,Other,Private,Startup,Predictive Analytics,Intermediate,3312.08,0.019867,4,False,False,True,0.64,10.68,11.6,0.821,17797.05,1480.2,2.9101,26.9,AI_PROJ_0036,2024-12-10,Deployment,0.91,Google Cloud AI + Python,2,False
COMP_0037,Small,49,4389324.2,474825.01,0.1082,Manufacturing,10,Other,Public,Growth,Predictive Analytics,Basic,25575.41,0.005827,3,False,False,True,0.67,5.16,4.75,0.543,226632.37,22546.11,4.8714,13.6,AI_PROJ_0037,2023-02-24,Completed,1.0,Scikit-learn + Python,8,True
COMP_0038,Medium,50,20596782.58,572314.67,0.0278,Manufacturing,16,Europe,Private,Mature,Natural Language Processing,Intermediate,1092204.06,0.053028,7,True,False,False,0.64,-4.77,-5.39,-0.238,-981647.13,-30831.52,-0.4635,120.0,AI_PROJ_0038,2023-10-24,Completed,1.0,Apache Spark + Scala,14,True
COMP_0039,Medium,92,33768488.99,8518984.36,0.2523,Technology,59,Europe,Private,Mature,Customer Analytics/Personalization,Basic,661870.15,0.0196,3,False,False,True,0.71,9.05,12.66,1.575,3057633.4,1078413.16,3.1245,7.4,AI_PROJ_0039,2023-02-20,Completed,1.0,TensorFlow + Python,3,False
COMP_0040,Small,49,4353968.19,155034.11,0.0356,Manufacturing,25,North America,Private,Mature,Process Automation,Intermediate,196086.54,0.045036,3,False,False,True,0.81,36.83,52.41,4.0,1603671.83,81259.11,4.2964,29.0,AI_PROJ_0040,2022-12-11,Completed,1.0,Google Cloud AI + Python,10,False
COMP_0041,Medium,50,16974870.16,1214830.94,0.0716,Other,3,North America,Private,Startup,Customer Analytics/Personalization,Basic,500252.04,0.02947,3,False,False,True,0.56,32.23,41.23,2.879,5470778.64,500903.65,5.9687,12.0,AI_PROJ_0041,2024-03-17,Completed,1.0,IBM Watson + Java,21,False
COMP_0042,Medium,120,36756993.62,868279.38,0.0236,Technology,5,Europe,Private,Growth,Process Automation,Advanced,2974637.54,0.080927,4,True,False,True,0.78,38.76,77.63,4.0,14245189.86,674061.85,2.5077,53.0,AI_PROJ_0042,2025-05-26,Development,0.57,Custom ML Pipeline,5,True
COMP_0043,Small,4,219419.93,33574.06,0.153,Financial Services,7,North America,Private,Mature,Natural Language Processing,Basic,1785.17,0.008136,9,False,False,True,0.71,8.22,11.89,0.534,18028.62,3993.53,6.1681,5.4,AI_PROJ_0043,2025-01-30,Deployment,0.84,Custom ML Pipeline,9,False
COMP_0044,Medium,360,77521562.94,12855622.7,0.1658,Technology,2,Asia-Pacific,Private,Growth,Process Automation,Intermediate,2990963.63,0.038582,3,False,True,True,0.78,50.0,80.0,4.0,38760781.47,10284498.16,8.1989,3.5,AI_PROJ_0044,2023-04-17,Completed,1.0,Google Cloud AI + Python,12,True
COMP_0045,Small,15,2606041.69,503739.73,0.1933,Healthcare,31,Asia-Pacific,Private,Mature,Predictive Analytics,Intermediate,145956.21,0.056007,3,True,False,True,0.54,17.44,34.97,2.486,454482.99,176145.89,2.1603,9.9,AI_PROJ_0045,2025-08-12,Planning,0.15,IBM Watson + Java,5,False
COMP_0046,Small,19,3149274.06,450511.27,0.1431,Financial Services,22,North America,Public,Mature,Process Automation,Basic,12833.84,0.004075,3,False,False,True,0.78,0.62,0.9,0.076,19618.37,4047.21,0.922,38.1,AI_PROJ_0046,2023-12-15,Completed,1.0,Apache Spark + Scala,8,True
COMP_0047,Large,795,740848905.99,84397209.24,0.1139,Technology,2,North America,Private,Startup,Predictive Analytics,Advanced,42620888.9,0.05753,3,True,False,True,0.54,50.0,80.0,4.0,370424453.0,67517767.39,5.1376,7.6,AI_PROJ_0047,2023-08-11,Completed,1.0,Microsoft Power Platform,15,False
COMP_0048,Small,5,453598.23,115205.88,0.254,Transportation/Logistics,27,Asia-Pacific,Private,Mature,Predictive Analytics,Basic,10008.75,0.022065,4,False,True,False,0.64,3.0,2.45,0.15,13586.67,2827.17,0.82,42.5,AI_PROJ_0048,2023-10-08,Completed,1.0,IBM Watson + Java,2,False
COMP_0049,Medium,74,38263979.45,8690781.85,0.2271,Financial Services,21,Asia-Pacific,Private,Mature,Process Automation,Intermediate,1114021.12,0.029114,3,True,False,True,0.68,5.3,11.8,0.693,2027278.59,1025205.19,1.37,13.0,AI_PROJ_0049,2023-05-07,Completed,1.0,PyTorch + Python,9,False
COMP_0050,Small,1,122443.55,16158.63,0.132,Healthcare,20,Europe,Private,Mature,Customer Analytics/Personalization,Basic,1055.43,0.00862,5,False,False,True,0.61,2.52,3.55,0.155,3087.26,572.92,1.734,22.1,AI_PROJ_0050,2023-10-26,Completed,1.0,PyTorch + Python,9,True
COMP_0051,Small,10,896918.99,63184.86,0.0704,Retail/E-commerce,18,North America,Private,Growth,Supply Chain Optimization,Intermediate,46945.41,0.052341,6,True,False,True,0.75,34.08,63.85,4.0,305691.92,40344.04,3.6855,14.0,AI_PROJ_0051,2024-01-20,Completed,1.0,DataRobot Platform,5,False
COMP_0052,Small,43,6918922.33,388107.5,0.0561,Energy/Utilities,21,North America,Private,Mature,Process Automation,Basic,46586.21,0.006733,5,False,True,True,0.65,3.4,3.51,0.298,234958.29,13624.38,2.668,41.0,AI_PROJ_0052,2023-11-28,Completed,1.0,H2O.ai + R,4,False
COMP_0053,Large,1937,689553378.48,193262318.21,0.2803,Financial Services,33,North America,Private,Mature,Customer Analytics/Personalization,Intermediate,11905783.47,0.017266,5,True,False,False,0.51,2.95,3.14,0.148,20363303.49,6076721.52,1.1104,23.5,AI_PROJ_0053,2024-09-06,Completed,1.0,H2O.ai + R,15,False
COMP_0054,Small,13,994202.2,145608.17,0.1465,Professional Services,8,Asia-Pacific,Private,Growth,Other,Basic,4550.65,0.004577,3,True,False,False,0.45,-0.13,-0.13,-0.007,-1313.43,-192.89,-0.1655,120.0,AI_PROJ_0054,2023-08-19,Completed,1.0,AWS SageMaker + Python,2,True
COMP_0055,Small,31,3396624.97,608756.98,0.1792,Financial Services,10,Asia-Pacific,Private,Mature,Predictive Analytics,Intermediate,138502.25,0.040776,4,False,True,True,0.64,40.81,39.47,2.988,1386057.22,240272.35,5.8711,6.9,AI_PROJ_0055,2023-02-07,Completed,1.0,PyTorch + Python,9,False
COMP_0056,Medium,197,42075273.26,5079524.04,0.1207,Energy/Utilities,38,Europe,Private,Mature,Customer Analytics/Personalization,Basic,398100.67,0.009462,3,False,False,True,0.48,0.52,0.49,0.048,220888.68,25044.64,0.3089,120.0,AI_PROJ_0056,2025-07-14,Planning,0.17,Microsoft Power Platform,12,False
COMP_0057,Small,17,3902928.81,470779.32,0.1206,Technology,17,Other,Private,Growth,Process Automation,Basic,92985.46,0.023825,3,False,False,True,0.88,2.21,3.2,0.291,86293.24,15071.28,0.5451,74.0,AI_PROJ_0057,2024-05-28,Completed,1.0,Google Cloud AI + Python,2,False
COMP_0058,Small,9,977124.35,49259.34,0.0504,Healthcare,4,Asia-Pacific,Private,Startup,Customer Analytics/Personalization,Intermediate,36545.56,0.037401,5,False,False,False,0.61,0.51,0.49,0.025,4935.24,242.59,0.0708,120.0,AI_PROJ_0058,2025-07-28,Planning,0.11,PyTorch + Python,5,True
COMP_0059,Medium,206,60413755.74,7122293.5,0.1179,Energy/Utilities,8,North America,Public,Growth,Process Automation,Intermediate,290438.17,0.004807,11,True,False,False,0.55,2.54,2.83,0.127,1533617.16,201328.69,2.9868,17.3,AI_PROJ_0059,2024-02-10,Completed,1.0,Apache Spark + Scala,12,False
COMP_0060,Medium,81,43410181.31,4019834.24,0.0926,Technology,22,North America,Public,Mature,Process Automation,Intermediate,1739903.99,0.040081,3,True,False,False,0.78,-0.83,-0.87,-0.042,-361977.91,-35081.59,-0.1141,120.0,AI_PROJ_0060,2024-03-21,Completed,1.0,Custom ML Pipeline,4,True
COMP_0061,Small,9,843560.84,28056.13,0.0333,Manufacturing,4,Asia-Pacific,Private,Startup,Process Automation,Intermediate,19124.66,0.022671,3,False,False,True,0.81,5.68,7.0,0.614,47953.97,1963.98,1.3051,116.9,AI_PROJ_0061,2023-07-18,Completed,1.0,Google Cloud AI + Python,10,True
COMP_0062,Large,500,390156201.83,57283079.86,0.1468,Financial Services,20,Europe,Private,Growth,Process Automation,Intermediate,16439608.95,0.042136,6,True,False,False,0.58,-2.51,-2.76,-0.126,-9802942.06,-1578799.01,-0.3462,120.0,AI_PROJ_0062,2024-10-28,Deployment,0.85,Apache Spark + Scala,9,False
COMP_0063,Medium,80,14978695.89,1812844.21,0.121,Professional Services,3,Other,Private,Startup,Process Automation,Intermediate,490888.93,0.032772,3,False,False,True,0.61,40.21,47.28,2.889,6022301.63,857036.92,7.007,6.9,AI_PROJ_0063,2023-01-28,Completed,1.0,AWS SageMaker + Python,2,False
COMP_0064,Small,6,824876.84,75124.07,0.0911,Manufacturing,13,Europe,Private,Growth,Computer Vision,Basic,20912.6,0.025352,3,True,False,True,0.64,50.0,80.0,4.0,412438.42,60099.26,11.2979,4.2,AI_PROJ_0064,2023-07-25,Completed,1.0,Microsoft Power Platform,6,False
COMP_0065,Medium,50,16215214.99,771908.0,0.0476,Retail/E-commerce,17,Other,Private,Mature,Supply Chain Optimization,Intermediate,659703.98,0.040684,8,False,True,False,0.65,-3.2,-3.04,-0.16,-518184.66,-23453.13,-0.4105,120.0,AI_PROJ_0065,2025-07-08,Planning,0.14,Google Cloud AI + Python,11,True
COMP_0066,Small,11,2133933.29,520802.66,0.2441,Healthcare,2,Europe,Private,Growth,Predictive Analytics,Basic,34253.95,0.016052,7,False,True,True,0.54,6.82,7.15,0.399,145517.06,37241.53,2.6677,11.0,AI_PROJ_0066,2024-12-19,Deployment,0.84,Google Cloud AI + Python,5,True
COMP_0067,Medium,79,24141274.92,2496450.64,0.1034,Professional Services,32,North America,Private,Mature,Predictive Analytics,Intermediate,284339.09,0.011778,4,True,True,False,0.47,-1.66,-1.38,-0.083,-399798.95,-34543.76,-0.7638,120.0,AI_PROJ_0067,2024-01-06,Completed,1.0,H2O.ai + R,4,False
COMP_0068,Small,20,4449062.85,914053.06,0.2054,Technology,1,Europe,Private,Startup,Fraud Detection/Risk Management,Basic,81470.15,0.018312,3,False,True,True,0.84,10.53,13.94,1.151,468649.03,127448.65,3.6584,7.7,AI_PROJ_0068,2024-03-12,Completed,1.0,Custom ML Pipeline,11,False
COMP_0069,Small,17,3024141.28,309476.27,0.1023,Transportation/Logistics,9,Other,Private,Growth,Process Automation,Intermediate,39037.05,0.012908,3,False,False,True,0.78,12.99,14.65,1.546,392976.07,45343.98,5.6142,10.3,AI_PROJ_0069,2025-03-15,Deployment,0.77,DataRobot Platform,4,False
COMP_0070,Small,12,1528773.14,285849.97,0.187,Healthcare,14,North America,Public,Growth,Customer Analytics/Personalization,Basic,24990.21,0.016347,3,False,True,False,0.61,-2.42,-2.9,-0.121,-36933.79,-8278.98,-0.9046,120.0,AI_PROJ_0070,2024-12-22,Deployment,0.73,Google Cloud AI + Python,4,True
COMP_0071,Small,6,1319224.96,256846.87,0.1947,Financial Services,5,Asia-Pacific,Private,Growth,Other,Basic,40419.44,0.030639,3,True,False,True,0.52,21.91,55.57,3.043,289102.56,142721.76,5.3418,3.4,AI_PROJ_0071,2024-09-22,Completed,1.0,Custom ML Pipeline,18,False
COMP_0072,Medium,200,114207004.74,10254256.15,0.0898,Healthcare,2,Europe,Private,Startup,Process Automation,Intermediate,2470854.5,0.021635,6,True,True,True,0.58,48.05,80.0,4.0,54877755.01,8203404.92,12.765,3.6,AI_PROJ_0072,2024-05-23,Completed,1.0,TensorFlow + Python,4,False
COMP_0073,Small,17,811694.83,139821.91,0.1723,Transportation/Logistics,7,North America,Private,Growth,Process Automation,Intermediate,8669.19,0.01068,5,False,False,True,0.78,10.52,14.04,1.0,85416.13,19634.93,6.0589,5.3,AI_PROJ_0073,2023-07-01,Completed,1.0,AWS SageMaker + Python,9,True
COMP_0074,Small,10,1727541.4,228917.1,0.1325,Technology,26,North America,Private,Mature,Predictive Analytics,Basic,30153.88,0.017455,3,False,False,True,0.74,15.87,26.42,1.719,274087.01,60481.04,5.5477,6.0,AI_PROJ_0074,2022-11-17,Completed,1.0,IBM Watson + Java,16,False
COMP_0075,Medium,104,31875914.93,6058758.0,0.1901,Healthcare,8,Asia-Pacific,Private,Mature,Customer Analytics/Personalization,Intermediate,538210.81,0.016885,4,False,False,False,0.51,0.95,0.95,0.047,302423.17,57626.62,0.3345,112.1,AI_PROJ_0075,2025-01-24,Deployment,0.76,TensorFlow + Python,2,False
COMP_0076,Small,7,692900.84,49563.57,0.0715,Other,3,Europe,Private,Startup,Customer Analytics/Personalization,Intermediate,14947.34,0.021572,3,False,True,True,0.66,18.73,19.98,2.059,129755.92,9904.65,4.6718,18.1,AI_PROJ_0076,2024-07-25,Completed,1.0,Apache Spark + Scala,9,False
COMP_0077,Small,5,714216.71,10027.6,0.014,Healthcare,18,Europe,Private,Mature,Supply Chain Optimization,Basic,14277.28,0.01999,3,False,True,True,0.68,5.67,8.61,0.337,40529.02,863.46,1.4496,120.0,AI_PROJ_0077,2023-11-10,Completed,1.0,IBM Watson + Java,14,False
COMP_0078,Medium,171,47657384.28,4685635.27,0.0983,Manufacturing,1,North America,Private,Startup,Natural Language Processing,Intermediate,416600.62,0.008742,12,False,False,True,0.64,11.89,13.7,0.604,5667239.4,642045.06,7.5723,7.8,AI_PROJ_0078,2025-06-14,Development,0.39,Custom ML Pipeline,3,False
COMP_0079,Medium,68,33925699.6,7836675.61,0.231,Energy/Utilities,8,North America,Private,Growth,Predictive Analytics,Intermediate,1249607.87,0.036834,3,True,False,False,0.41,-1.72,-1.59,-0.086,-584529.23,-124827.45,-0.2838,120.0,AI_PROJ_0079,2024-01-28,Completed,1.0,Google Cloud AI + Python,11,False
COMP_0080,Small,9,1142949.03,128982.95,0.1129,Other,2,Europe,Private,Startup,Process Automation,Intermediate,42719.53,0.037377,3,False,True,False,0.73,-0.18,-0.2,-0.009,-2016.81,-257.34,-0.0266,120.0,AI_PROJ_0080,2024-08-22,Completed,1.0,Apache Spark + Scala,22,True
COMP_0081,Small,8,1583327.94,141979.88,0.0897,Other,9,Europe,Private,Growth,Computer Vision,Intermediate,36564.67,0.023094,3,True,False,False,0.56,-3.34,-3.72,-0.167,-52907.35,-5280.19,-0.7957,120.0,AI_PROJ_0081,2025-05-14,Development,0.4,DataRobot Platform,3,False
COMP_0082,Medium,67,45607351.91,4671630.99,0.1024,Technology,35,North America,Private,Mature,Process Automation,Basic,268437.02,0.005886,3,False,False,True,0.78,6.33,8.86,0.904,2887020.27,413762.5,6.1482,7.8,AI_PROJ_0082,2024-07-15,Completed,1.0,Apache Spark + Scala,6,False
COMP_0083,Small,49,9308591.36,1223281.78,0.1314,Professional Services,8,Europe,Private,Mature,Process Automation,Intermediate,130983.92,0.014071,6,False,False,False,0.71,0.16,0.18,0.008,14499.27,2149.15,0.0636,120.0,AI_PROJ_0083,2023-09-30,Completed,1.0,IBM Watson + Java,22,False
COMP_0084,Small,21,1067562.26,162985.57,0.1527,Other,1,North America,Private,Startup,Computer Vision,Intermediate,24210.54,0.022678,3,False,False,False,0.56,-4.95,-4.16,-0.248,-52858.1,-6781.74,-1.2317,120.0,AI_PROJ_0084,2024-09-02,Completed,1.0,PyTorch + Python,5,True
COMP_0085,Medium,154,58717882.07,1326549.3,0.0226,Technology,18,Europe,Private,Mature,Process Automation,Basic,589278.32,0.010036,3,True,False,True,0.78,10.65,32.71,1.463,6252380.16,433977.41,5.6733,16.3,AI_PROJ_0085,2023-11-05,Completed,1.0,PyTorch + Python,9,False
COMP_0086,Small,4,460139.57,89495.95,0.1945,Financial Services,1,Asia-Pacific,Private,Startup,Process Automation,Basic,11498.47,0.024989,5,False,False,True,0.78,6.56,9.7,0.787,30176.74,8680.92,1.6897,15.9,AI_PROJ_0086,2023-02-27,Completed,1.0,Azure ML + .NET,20,False
