company_id,company_size,employees,annual_revenue,baseline_ebitda,ebitda_margin,industry,company_age,region,ownership,growth_stage,project_type,complexity,investment_amount,ai_intensity,deployment_months,has_kpi_tracking,is_mature_implementation,is_successful,success_probability,revenue_impact_pct,ebitda_impact_pct,valuation_multiple_expansion,revenue_increase_absolute,ebitda_increase_absolute,annual_roi,payback_months,project_id,start_date,status,completion_percentage,primary_technology,team_size,has_external_vendor
COMP_0029,Small,49,7831690.73,788599.02,0.1007,Transportation/Logistics,24,Other,Private,Mature,Process Automation,Basic,66065.39,0.008436,4,False,False,True,0.78,8.33,12.22,0.409,652137.56,96331.0,5.6646,8.2,AI_PROJ_0029,2024-12-11,Deployment,0.79,IBM Watson + Java,9,False
COMP_0030,Small,6,847202.96,236787.73,0.2795,Other,12,Other,Private,Growth,Natural Language Processing,Basic,7549.91,0.008912,5,False,False,True,0.66,9.0,9.46,0.652,76260.77,22410.75,6.5346,4.0,AI_PROJ_0030,2022-12-05,Completed,1.0,Custom ML Pipeline,5,True
COMP_0031,Small,16,2084952.42,289728.03,0.139,Manufacturing,36,North America,Private,Mature,Process Automation,Intermediate,30706.71,0.014728,3,False,False,True,0.81,4.88,7.96,0.617,101782.09,23050.98,2.0327,16.0,AI_PROJ_0031,2025-06-21,Development,0.47,Custom ML Pipeline,7,False
COMP_0032,Small,16,1228992.62,167496.14,0.1363,Other,9,North America,Private,Growth,Natural Language Processing,Basic,6094.29,0.004959,5,False,False,True,0.66,1.39,1.48,0.162,17107.66,2480.7,1.6071,29.5,AI_PROJ_0032,2024-09-24,Completed,1.0,DataRobot Platform,24,False
COMP_0033,Medium,62,18535814.24,3045543.91,0.1643,Healthcare,43,North America,Private,Declining,Process Automation,Intermediate,538783.56,0.029067,12,True,False,True,0.58,17.45,67.31,1.126,3234305.46,2050051.02,4.904,3.2,AI_PROJ_0033,2025-04-20,Development,0.56,DataRobot Platform,3,False
COMP_0034,Small,19,2342435.39,23424.35,0.01,Media/Entertainment,32,Europe,Private,Mature,Computer Vision,Intermediate,66799.52,0.028517,3,False,False,False,0.56,4.05,3.92,0.202,94764.03,917.83,0.7162,120.0,AI_PROJ_0034,2024-08-05,Completed,1.0,TensorFlow + Python,9,True
COMP_0035,Small,31,4102560.03,362407.96,0.0883,Professional Services,36,North America,Private,Mature,Process Automation,Intermediate,198141.71,0.048297,3,True,False,True,0.71,27.17,61.49,1.225,1114869.04,222842.09,3.3756,10.7,AI_PROJ_0035,2024-04-10,Completed,1.0,Azure ML + .NET,13,False
COMP_0036,Medium,97,29269858.88,292698.59,0.01,Manufacturing,10,Europe,Public,Mature,Customer Analytics/Personalization,Intermediate,1218769.55,0.041639,3,True,False,True,0.64,23.14,74.81,2.515,6771649.65,218974.78,2.8679,66.8,AI_PROJ_0036,2022-12-19,Completed,1.0,Microsoft Power Platform,4,True
COMP_0037,Medium,93,20276655.56,1537589.96,0.0758,Other,71,North America,Public,Mature,Fraud Detection/Risk Management,Intermediate,797626.39,0.039337,3,True,False,True,0.59,25.84,68.51,2.479,5240002.43,1053338.24,3.945,9.1,AI_PROJ_0037,2023-09-29,Completed,1.0,H2O.ai + R,8,False
COMP_0038,Medium,66,16112268.95,993335.41,0.0617,Professional Services,26,Europe,Private,Mature,Predictive Analytics,Intermediate,642985.92,0.039907,4,False,False,False,0.47,5.0,4.21,0.25,805613.45,41769.95,0.6589,120.0,AI_PROJ_0038,2023-02-25,Completed,1.0,AWS SageMaker + Python,11,True
COMP_0039,Medium,100,36069256.61,3390161.5,0.094,Financial Services,30,Other,Public,Mature,Process Automation,Intermediate,1049290.48,0.029091,3,False,False,True,0.68,11.26,14.12,1.489,4060742.6,478667.91,2.1631,26.3,AI_PROJ_0039,2022-10-18,Completed,1.0,Apache Spark + Scala,4,False
COMP_0040,Large,500,531876891.45,55669664.47,0.1047,Financial Services,3,Asia-Pacific,Public,Startup,Customer Analytics/Personalization,Basic,3258194.28,0.006126,3,True,False,False,0.51,-2.29,-2.26,-0.115,-12185985.72,-1256126.41,-2.0628,120.0,AI_PROJ_0040,2023-08-26,Completed,1.0,H2O.ai + R,4,False
COMP_0041,Small,2,384836.63,67467.28,0.1753,Technology,13,North America,Public,Growth,Customer Analytics/Personalization,Basic,8810.33,0.022894,3,True,False,True,0.81,17.17,74.18,2.092,66093.54,50047.88,6.5912,2.1,AI_PROJ_0041,2023-02-05,Completed,1.0,PyTorch + Python,8,False
COMP_0042,Small,8,1046592.81,149776.77,0.1431,Technology,12,Europe,Private,Growth,Process Automation,Intermediate,22844.97,0.021828,7,False,False,True,0.88,14.87,33.12,1.242,155634.39,49605.03,4.492,5.5,AI_PROJ_0042,2025-02-02,Deployment,0.84,Custom ML Pipeline,3,False
COMP_0043,Medium,360,77521562.94,12855622.7,0.1658,Technology,2,Asia-Pacific,Private,Growth,Process Automation,Intermediate,2990963.63,0.038582,3,False,True,True,0.78,29.21,46.33,4.0,22643501.22,5955932.51,4.781,6.0,AI_PROJ_0043,2023-04-20,Completed,1.0,Google Cloud AI + Python,10,False
COMP_0044,Medium,272,94920344.31,16423298.55,0.173,Professional Services,10,Europe,Private,Growth,Predictive Analytics,Intermediate,1472526.44,0.015513,3,True,False,True,0.47,2.93,39.59,0.215,2779591.63,6501849.34,3.1515,2.7,AI_PROJ_0044,2025-08-27,Planning,0.09,Google Cloud AI + Python,13,False
COMP_0045,Small,10,1185222.34,230369.42,0.1944,Healthcare,2,North America,Public,Startup,Predictive Analytics,Intermediate,21138.86,0.017835,7,True,False,False,0.54,-1.14,-1.25,-0.057,-13507.13,-2873.61,-0.3875,120.0,AI_PROJ_0045,2025-03-17,Deployment,0.9,DataRobot Platform,5,False
COMP_0046,Medium,68,18755015.09,187550.15,0.01,Manufacturing,64,North America,Private,Mature,Process Automation,Intermediate,432587.5,0.023065,3,True,False,False,0.71,3.79,3.55,0.189,710222.48,6655.22,0.8286,120.0,AI_PROJ_0046,2025-03-31,Deployment,0.71,AWS SageMaker + Python,11,False
COMP_0047,Medium,134,44247084.73,6273018.36,0.1418,Technology,2,North America,Public,Startup,Process Automation,Intermediate,2729135.63,0.061679,3,False,False,True,0.78,32.15,51.94,4.0,14227463.78,3258231.78,3.2035,10.1,AI_PROJ_0047,2024-02-01,Completed,1.0,IBM Watson + Java,8,False
COMP_0048,Medium,191,87483642.52,14156428.49,0.1618,Media/Entertainment,31,North America,Private,Mature,Natural Language Processing,Intermediate,449079.98,0.005133,3,True,False,True,0.56,-1.08,27.24,-0.064,-943407.16,3855878.45,3.2427,1.4,AI_PROJ_0048,2023-04-15,Completed,1.0,DataRobot Platform,3,False
COMP_0049,Medium,70,30892182.52,3900835.32,0.1263,Healthcare,28,Asia-Pacific,Private,Mature,Process Automation,Basic,594822.9,0.019255,7,False,False,True,0.58,11.32,16.36,1.153,3498156.63,637996.77,3.4768,11.2,AI_PROJ_0049,2023-07-04,Completed,1.0,PyTorch + Python,9,False
COMP_0050,Small,3,435586.36,18620.77,0.0427,Media/Entertainment,14,Europe,Private,Growth,Process Automation,Intermediate,8575.99,0.019688,4,False,False,True,0.73,13.63,19.0,1.87,59364.69,3538.58,3.6674,29.1,AI_PROJ_0050,2023-09-03,Completed,1.0,Microsoft Power Platform,16,False
COMP_0051,Medium,100,44957452.1,9234977.56,0.2054,Technology,22,Europe,Private,Mature,Predictive Analytics,Intermediate,397010.86,0.008831,3,False,False,True,0.64,3.11,5.16,0.509,1397455.22,476262.59,2.3598,10.0,AI_PROJ_0051,2023-01-03,Completed,1.0,IBM Watson + Java,3,True
COMP_0052,Small,5,739538.36,76466.52,0.1034,Manufacturing,8,Europe,Private,Growth,Process Automation,Intermediate,21063.88,0.028482,6,False,False,True,0.81,18.67,22.34,1.873,138067.0,17085.64,3.6829,14.8,AI_PROJ_0052,2023-07-15,Completed,1.0,Scikit-learn + Python,11,False
COMP_0053,Small,38,4866723.61,455520.71,0.0936,Financial Services,77,Europe,Private,Mature,Predictive Analytics,Basic,37283.14,0.007661,3,False,False,False,0.64,-2.25,-2.69,-0.112,-109426.91,-12259.91,-1.6319,120.0,AI_PROJ_0053,2024-08-30,Completed,1.0,TensorFlow + Python,13,True
COMP_0054,Medium,50,20017970.68,781251.81,0.039,Transportation/Logistics,2,North America,Private,Startup,Process Automation,Basic,688121.82,0.034375,3,False,False,True,0.68,20.95,31.28,2.004,4194438.92,244379.13,3.2253,33.8,AI_PROJ_0054,2025-04-17,Development,0.31,H2O.ai + R,5,False
COMP_0055,Small,1,90986.87,909.87,0.01,Technology,47,Europe,Public,Mature,Predictive Analytics,Basic,879.52,0.009666,3,False,False,True,0.74,5.56,11.25,1.151,5061.95,102.32,2.9358,103.2,AI_PROJ_0055,2022-12-14,Completed,1.0,Microsoft Power Platform,10,False
COMP_0056,Small,17,2158922.34,99701.32,0.0462,Manufacturing,1,Asia-Pacific,Private,Startup,Process Automation,Basic,49165.61,0.022773,3,False,False,True,0.81,6.1,7.57,0.745,131738.23,7550.88,1.4165,78.1,AI_PROJ_0056,2023-07-23,Completed,1.0,Azure ML + .NET,14,False
COMP_0057,Small,37,6636118.96,1924071.88,0.2899,Technology,4,North America,Private,Growth,Process Automation,Basic,23688.31,0.00357,3,False,False,True,0.88,-2.39,-3.83,-0.216,-158369.19,-73741.38,-4.8993,120.0,AI_PROJ_0057,2024-03-01,Completed,1.0,AWS SageMaker + Python,5,False
COMP_0058,Small,12,1546567.77,373319.99,0.2414,Financial Services,23,Asia-Pacific,Public,Mature,Customer Analytics/Personalization,Basic,40007.81,0.025869,5,False,True,True,0.71,22.5,32.65,2.974,347998.11,121903.38,5.8726,3.9,AI_PROJ_0058,2023-05-07,Completed,1.0,DataRobot Platform,4,False
COMP_0059,Medium,52,9494901.53,733364.43,0.0772,Media/Entertainment,10,North America,Private,Mature,Customer Analytics/Personalization,Advanced,1042995.82,0.109848,4,False,False,True,0.56,50.0,67.3,4.0,4747450.76,493539.96,2.5125,25.4,AI_PROJ_0059,2025-05-02,Development,0.27,PyTorch + Python,17,False
COMP_0060,Small,4,579628.85,92147.92,0.159,Other,20,Asia-Pacific,Private,Growth,Process Automation,Intermediate,18968.98,0.032726,3,True,False,True,0.73,22.32,71.37,2.533,129355.89,65764.27,5.1431,3.5,AI_PROJ_0060,2025-04-02,Development,0.59,Google Cloud AI + Python,3,False
COMP_0061,Medium,56,22221031.99,2519731.2,0.1134,Media/Entertainment,11,Other,Public,Growth,Natural Language Processing,Intermediate,894436.53,0.040252,3,False,False,False,0.56,5.0,5.52,0.25,1111051.6,139145.68,0.6989,77.1,AI_PROJ_0061,2025-04-15,Development,0.46,DataRobot Platform,4,False
COMP_0062,Medium,122,36744380.47,10051869.16,0.2736,Financial Services,16,North America,Private,Mature,Customer Analytics/Personalization,Intermediate,648056.98,0.017637,4,False,False,False,0.61,2.54,2.16,0.127,934704.18,217315.43,0.8888,35.8,AI_PROJ_0062,2022-10-20,Completed,1.0,Custom ML Pipeline,10,True
COMP_0063,Medium,239,57689919.02,8787544.33,0.1523,Technology,2,North America,Private,Startup,Natural Language Processing,Intermediate,1778143.61,0.030822,3,True,False,True,0.71,20.66,80.0,2.112,11917859.35,7030035.46,5.328,3.0,AI_PROJ_0063,2023-04-14,Completed,1.0,Azure ML + .NET,5,False
COMP_0064,Small,4,340147.56,19887.22,0.0585,Professional Services,1,Asia-Pacific,Private,Growth,Predictive Analytics,Basic,8530.08,0.025078,3,True,False,False,0.57,4.7,4.86,0.235,15994.01,967.46,0.9942,105.8,AI_PROJ_0064,2023-09-19,Completed,1.0,TensorFlow + Python,6,True
COMP_0065,Large,500,414196982.75,25302034.12,0.0611,Financial Services,27,North America,Public,Mature,Process Automation,Intermediate,6191621.1,0.014948,5,False,False,True,0.58,7.65,10.75,0.653,31679800.46,2720262.26,2.778,27.3,AI_PROJ_0065,2025-03-19,Deployment,0.77,DataRobot Platform,17,True
COMP_0066,Medium,297,108453618.57,13915695.94,0.1283,Technology,1,Asia-Pacific,Private,Startup,Customer Analytics/Personalization,Intermediate,5627980.02,0.051893,3,False,False,True,0.71,30.45,50.29,4.0,33022654.02,6997882.29,3.5555,9.7,AI_PROJ_0066,2024-08-23,Completed,1.0,IBM Watson + Java,2,False
COMP_0067,Small,5,643334.71,40711.72,0.0633,Energy/Utilities,1,Asia-Pacific,Private,Startup,Natural Language Processing,Basic,6666.35,0.010362,4,False,False,True,0.58,9.05,10.35,0.733,58247.55,4215.32,4.6849,19.0,AI_PROJ_0067,2024-02-05,Completed,1.0,Custom ML Pipeline,6,True
COMP_0068,Medium,53,21729470.98,1870139.09,0.0861,Technology,10,North America,Public,Mature,Computer Vision,Intermediate,77301.83,0.003557,4,False,False,False,0.61,2.29,2.18,0.114,497219.25,40746.12,3.4796,22.8,AI_PROJ_0068,2023-09-20,Completed,1.0,Azure ML + .NET,18,True
COMP_0069,Small,36,5849593.6,233465.21,0.0399,Manufacturing,7,Asia-Pacific,Private,Growth,Predictive Analytics,Basic,84878.1,0.01451,3,False,False,True,0.67,7.9,11.58,0.775,461828.61,27038.25,2.8798,37.7,AI_PROJ_0069,2024-03-03,Completed,1.0,IBM Watson + Java,5,False
COMP_0070,Small,12,2478622.82,431899.62,0.1742,Technology,87,Other,Private,Mature,Predictive Analytics,Basic,19657.39,0.007931,3,False,False,False,0.74,0.79,0.71,0.039,19573.17,3061.84,0.5757,77.0,AI_PROJ_0070,2025-03-26,Deployment,0.91,TensorFlow + Python,8,False
COMP_0071,Large,500,311771867.96,36327137.33,0.1165,Manufacturing,20,Asia-Pacific,Public,Growth,Process Automation,Intermediate,6754215.64,0.021664,6,True,False,False,0.61,2.6,2.87,0.13,8103732.59,1042149.91,0.677,77.8,AI_PROJ_0071,2024-05-26,Completed,1.0,TensorFlow + Python,14,False
COMP_0072,Small,17,811694.83,139821.91,0.1723,Transportation/Logistics,7,North America,Private,Growth,Process Automation,Intermediate,8669.19,0.01068,5,False,False,True,0.78,9.31,15.53,0.885,75587.08,21719.36,5.6122,4.8,AI_PROJ_0072,2023-07-04,Completed,1.0,AWS SageMaker + Python,3,True
COMP_0073,Small,10,1727541.4,228917.1,0.1325,Technology,26,North America,Private,Mature,Predictive Analytics,Basic,30153.88,0.017455,3,False,False,True,0.74,13.86,28.85,1.501,239406.4,66035.36,5.0647,5.5,AI_PROJ_0073,2022-11-20,Completed,1.0,IBM Watson + Java,8,True
COMP_0074,Medium,50,10819324.74,1527742.56,0.1412,Financial Services,44,North America,Private,Mature,Predictive Analytics,Intermediate,139338.3,0.012879,5,False,False,True,0.54,8.37,10.22,1.035,905365.86,156200.44,3.8093,10.7,AI_PROJ_0074,2024-11-19,Deployment,0.74,Microsoft Power Platform,17,False
COMP_0075,Small,2,162615.6,12198.39,0.075,Manufacturing,10,North America,Private,Growth,Process Automation,Intermediate,3507.96,0.021572,3,False,True,True,0.81,20.06,27.82,2.426,32616.17,3394.09,5.1326,12.4,AI_PROJ_0075,2024-07-28,Completed,1.0,Apache Spark + Scala,3,False
COMP_0076,Small,5,714216.71,10027.6,0.014,Healthcare,18,Europe,Private,Mature,Supply Chain Optimization,Basic,14277.28,0.01999,3,False,True,True,0.68,14.72,23.44,0.874,105135.72,2350.23,3.7642,72.9,AI_PROJ_0076,2023-11-13,Completed,1.0,IBM Watson + Java,10,False
COMP_0077,Medium,171,47657384.28,4685635.27,0.0983,Manufacturing,1,North America,Private,Startup,Natural Language Processing,Intermediate,416600.62,0.008742,12,False,False,True,0.64,8.59,12.37,0.437,4093305.22,579666.35,5.6085,8.6,AI_PROJ_0077,2025-06-17,Development,0.39,Custom ML Pipeline,19,False
COMP_0078,Medium,68,29575485.49,5686722.13,0.1923,Energy/Utilities,5,Europe,Private,Startup,Customer Analytics/Personalization,Advanced,666303.99,0.022529,6,False,False,True,0.48,13.29,17.52,1.252,3930754.22,996030.73,3.6971,8.0,AI_PROJ_0078,2024-10-08,Deployment,0.83,AWS SageMaker + Python,5,False
COMP_0079,Small,5,406370.98,5734.41,0.0141,Retail/E-commerce,1,Europe,Public,Startup,Process Automation,Intermediate,7123.82,0.01753,3,False,False,False,0.75,1.59,1.49,0.08,6461.69,85.36,0.4595,120.0,AI_PROJ_0079,2025-06-22,Development,0.69,IBM Watson + Java,4,False
COMP_0080,Small,20,4638770.37,282154.0,0.0608,Technology,26,Europe,Private,Mature,Computer Vision,Intermediate,82171.76,0.017714,3,False,False,True,0.71,14.92,28.32,2.645,692310.63,79897.21,4.6987,12.3,AI_PROJ_0080,2024-03-27,Completed,1.0,Microsoft Power Platform,12,False
COMP_0081,Small,5,1585338.88,191919.47,0.1211,Technology,19,Europe,Public,Growth,Natural Language Processing,Intermediate,62386.44,0.039352,3,False,False,True,0.81,22.62,43.98,3.233,358670.49,84402.81,3.551,8.9,AI_PROJ_0081,2022-12-29,Completed,1.0,Apache Spark + Scala,3,False
COMP_0082,Medium,270,115624723.74,2151352.23,0.0186,Manufacturing,83,North America,Private,Mature,Process Automation,Basic,1184084.56,0.010241,3,False,False,True,0.71,4.66,7.83,0.422,5387838.19,168451.57,2.3462,84.4,AI_PROJ_0082,2025-08-10,Planning,0.09,Custom ML Pipeline,4,True
COMP_0083,Small,41,6121766.83,1006704.09,0.1644,Technology,1,North America,Public,Growth,Natural Language Processing,Basic,47742.04,0.007799,3,False,False,True,0.81,3.33,7.5,0.356,203955.81,75551.96,2.9273,7.6,AI_PROJ_0083,2024-10-11,Deployment,0.72,DataRobot Platform,22,True
COMP_0084,Medium,117,27964221.64,463843.58,0.0166,Healthcare,4,North America,Private,Growth,Process Automation,Basic,760052.79,0.027179,3,False,False,False,0.58,2.31,2.13,0.116,646820.15,9884.23,0.432,120.0,AI_PROJ_0084,2023-05-05,Completed,1.0,Scikit-learn + Python,3,False
COMP_0085,Small,49,5326780.31,332554.12,0.0624,Media/Entertainment,5,North America,Private,Startup,Process Automation,Intermediate,23797.54,0.004468,3,False,True,True,0.73,10.27,11.37,1.376,546892.78,37810.49,12.285,7.6,AI_PROJ_0085,2023-03-02,Completed,1.0,Azure ML + .NET,8,False
COMP_0086,Small,6,652989.49,39853.23,0.061,Government,1,Europe,Public,Growth,Process Automation,Intermediate,35861.57,0.054919,3,False,False,False,0.58,5.0,5.73,0.25,32649.47,2284.24,0.4871,120.0,AI_PROJ_0086,2025-01-14,Deployment,0.79,Microsoft Power Platform,14,False
